order_id,order_date,product_id,product_name,brand,category,selling_price,discount_pct,gmv,size,units_sold
ORD100264,27-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,574,81,574,S,1
ORD100265,01-06-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,265,60,265,S,1
ORD100266,09-06-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,423,60,423,XL,2
ORD100267,17-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,639,0,639,XL,3
ORD100268,21-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,572,69,572,M,2
ORD100269,26-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,398,66,398,S,3
ORD100270,08-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,727,68,727,S,3
ORD100271,23-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,565,69,565,XXL,1
ORD100272,12-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,408,66,408,M,2
ORD100273,12-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,377,66,377,L,2
ORD100274,10-06-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,407,60,407,M,1
ORD100275,05-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,395,66,395,M,1
ORD100276,19-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,686,69,686,M,3
ORD100277,01-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,421,67,421,M,1
ORD100278,21-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,422,60,422,S,3
ORD100279,04-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,618,69,618,XL,1
ORD100280,04-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,656,69,656,S,3
ORD100281,09-06-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,764,0,764,M,1
ORD100282,07-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,347,66,347,XL,1
ORD100283,06-06-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,267,60,267,L,3
ORD100284,26-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,392,55,392,S,3
ORD100285,08-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,549,81,549,L,3
ORD100286,08-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,774,68,774,M,1
ORD100287,12-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,695,68,695,S,3
ORD100288,02-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,701,69,701,S,3
ORD100289,07-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,750,68,750,M,3
ORD100290,27-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,480,81,480,XL,3
ORD100291,22-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,757,0,757,S,3
ORD100292,01-06-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,382,55,382,XL,2
ORD100293,01-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,366,66,366,S,1
ORD100294,21-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,438,60,438,S,2
ORD100295,09-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,534,81,534,M,1
ORD100296,02-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,728,69,728,L,3
ORD100297,25-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,711,0,711,L,3
ORD100298,01-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,671,68,671,M,2
ORD100299,20-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,661,68,661,M,1
ORD100300,26-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,304,60,304,L,3
ORD100301,02-06-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,349,55,349,XL,3
ORD100302,13-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,654,69,654,S,3
ORD100303,08-06-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,382,55,382,S,2
ORD100304,01-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,545,81,545,XXL,3
ORD100305,06-06-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,385,60,385,XXL,3
ORD100306,18-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,508,69,508,L,1
ORD100307,30-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,500,81,500,L,1
ORD100308,05-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,620,69,620,XL,3
ORD100309,20-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,427,60,427,S,3
ORD100310,29-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,435,67,435,S,1
ORD100311,16-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,360,60,360,L,2
ORD100312,30-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,512,81,512,S,2
ORD100313,16-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,418,60,418,M,2
ORD100314,27-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,355,55,355,M,3
ORD100315,15-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,551,69,551,S,1
ORD100316,13-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,582,69,582,XL,3
ORD100317,21-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,693,0,693,XL,2
ORD100318,27-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,426,60,426,M,2
ORD100319,27-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,374,55,374,M,1
ORD100320,22-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,366,55,366,S,3
ORD100321,31-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,382,66,382,M,2
ORD100322,24-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,734,69,734,M,2
ORD100323,28-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,284,60,284,S,3
ORD100324,08-06-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,370,55,370,L,2
ORD100325,04-06-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,750,0,750,M,2
ORD100326,25-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,513,81,513,M,3
ORD100327,04-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,670,68,670,M,2
ORD100328,23-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,406,66,406,L,2
ORD100329,14-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,256,60,256,S,2
ORD100330,15-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,765,68,765,M,1
ORD100331,29-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,417,67,417,XL,3
ORD100332,22-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,722,0,722,M,1
ORD100333,08-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,790,68,790,S,2
ORD100334,31-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,359,66,359,S,3
ORD100335,18-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,650,0,650,M,2
ORD100336,23-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,383,55,383,M,3
ORD100337,30-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,352,66,352,M,2
ORD100338,05-06-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,743,0,743,M,1
ORD100339,12-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,714,0,714,M,2
ORD100340,12-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,349,66,349,L,1
ORD100341,10-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,361,66,361,XS,1
ORD100342,30-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,472,67,472,S,3
ORD100343,14-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,418,60,418,S,3
ORD100344,26-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,706,68,706,M,2
ORD100345,05-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,726,69,726,M,3
ORD100346,16-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,371,60,371,M,3
ORD100347,20-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,354,55,354,M,1
ORD100348,26-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,547,69,547,S,1
ORD100349,15-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,677,0,677,S,2
ORD100350,27-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,560,69,560,S,1
ORD100351,24-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,582,81,582,S,3
ORD100352,21-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,578,81,578,L,3
ORD100353,21-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,360,66,360,XS,3
ORD100354,17-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,675,68,675,M,2
ORD100355,28-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,537,81,537,L,2
ORD100356,14-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,654,69,654,L,1
ORD100357,12-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,724,68,724,S,1
ORD100358,30-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,658,69,658,M,1
ORD100359,21-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,673,68,673,XS,3
ORD100360,17-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,708,69,708,M,3
ORD100361,14-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,659,69,659,S,1
ORD100362,30-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,715,68,715,S,3
ORD100363,04-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,361,66,361,M,3
ORD100364,14-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,458,67,458,S,3
ORD100365,18-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,755,0,755,M,2
ORD100366,19-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,421,67,421,S,3
ORD100367,31-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,426,67,426,L,2
ORD100368,17-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,391,55,391,M,1
ORD100369,05-06-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,282,60,282,M,3
ORD100370,01-06-2026,33822490,Checked Cotton Top,Roadster,Casual Top,572,69,572,M,2
ORD100371,16-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,659,69,659,M,1
ORD100372,06-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,356,66,356,S,2
ORD100373,14-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,672,0,672,M,2
ORD100374,23-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,425,60,425,S,1
ORD100375,31-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,365,55,365,M,2
ORD100376,29-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,607,69,607,L,1
ORD100377,26-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,431,60,431,M,1
ORD100378,22-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,542,81,542,M,3
ORD100379,26-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,367,60,367,XL,3
ORD100380,03-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,612,69,612,M,1
ORD100381,19-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,415,60,415,XXL,3
ORD100382,28-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,714,0,714,M,2
ORD100383,24-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,366,66,366,M,2
ORD100384,13-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,589,69,589,M,3
ORD100385,22-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,329,55,329,L,1
ORD100386,20-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,389,66,389,M,3
ORD100387,08-06-2026,33822490,Checked Cotton Top,Roadster,Casual Top,518,69,518,S,2
ORD100388,10-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,444,67,444,XL,1
ORD100389,16-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,743,68,743,XL,1
ORD100390,29-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,363,66,363,L,2
ORD100391,02-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,476,67,476,XL,2
ORD100392,14-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,719,0,719,M,1
ORD100393,12-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,649,69,649,S,2
ORD100394,22-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,578,81,578,M,1
ORD100395,16-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,494,81,494,S,3
ORD100396,28-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,378,55,378,L,3
ORD100397,13-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,721,0,721,L,3
ORD100398,16-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,567,69,567,S,2
ORD100399,07-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,475,67,475,M,3
ORD100400,04-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,452,67,452,M,1
ORD100401,26-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,542,81,542,L,2
ORD100402,19-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,280,60,280,S,3
ORD100403,09-06-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,297,60,297,M,3
ORD100404,26-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,552,69,552,S,3
ORD100405,28-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,734,68,734,XL,3
ORD100406,06-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,542,81,542,L,1
ORD100407,01-06-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,397,60,397,M,2
ORD100408,03-06-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,383,55,383,L,1
ORD100409,14-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,392,66,392,S,1
ORD100410,16-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,745,0,745,S,3
ORD100411,07-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,525,81,525,M,1
ORD100412,25-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,363,60,363,M,2
ORD100413,24-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,583,81,583,M,3
ORD100414,22-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,433,60,433,L,1
ORD100415,06-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,620,69,620,S,3
ORD100416,03-06-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,297,60,297,L,2
ORD100417,26-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,285,60,285,XL,1
ORD100418,20-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,376,60,376,S,1
ORD100419,28-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,548,69,548,L,2
ORD100420,21-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,490,81,490,S,2
ORD100421,26-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,508,69,508,L,1
ORD100422,31-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,281,60,281,M,3
ORD100423,19-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,581,69,581,S,1
ORD100424,31-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,387,60,387,M,3
ORD100425,02-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,473,67,473,M,2
ORD100426,14-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,728,69,728,M,1
ORD100427,29-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,631,0,631,L,1
ORD100428,01-06-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,389,60,389,M,3
ORD100429,23-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,422,60,422,M,3
ORD100430,05-06-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,364,55,364,L,1
ORD100431,13-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,444,67,444,M,3
ORD100432,07-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,483,67,483,M,3
ORD100433,01-06-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,261,60,261,S,3
ORD100434,13-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,267,60,267,S,1
ORD100435,09-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,482,81,482,XL,1
ORD100436,24-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,767,0,767,M,2
ORD100437,13-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,391,66,391,S,3
ORD100438,08-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,705,69,705,L,2
ORD100439,20-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,617,69,617,M,1
ORD100440,04-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,721,68,721,XL,3
ORD100441,17-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,667,69,667,M,3
ORD100442,20-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,741,0,741,L,2
ORD100443,25-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,366,55,366,L,3
ORD100444,21-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,674,0,674,S,1
ORD100445,21-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,368,66,368,L,2
ORD100446,03-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,452,67,452,M,1
ORD100447,31-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,734,69,734,S,3
ORD100448,14-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,412,60,412,M,1
ORD100449,06-06-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,733,0,733,S,1
ORD100450,16-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,426,60,426,L,3
ORD100451,13-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,258,60,258,S,3
ORD100452,23-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,652,69,652,M,1
ORD100453,16-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,576,69,576,XL,2
ORD100454,26-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,703,69,703,M,2
ORD100455,23-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,684,0,684,M,3
ORD100456,15-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,480,81,480,S,3
ORD100457,24-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,756,0,756,S,3
ORD100458,03-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,368,66,368,XXL,3
ORD100459,03-06-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,404,66,404,M,3
ORD100460,16-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,384,55,384,M,1
ORD100461,14-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,296,60,296,XL,1
ORD100462,02-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,647,69,647,S,2
ORD100463,21-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,753,0,753,L,2
ORD100464,06-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,445,67,445,S,3
ORD100465,06-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,492,81,492,L,1
ORD100466,23-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,403,60,403,M,2
ORD100467,16-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,714,0,714,S,2
ORD100468,24-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,410,66,410,L,2
ORD100469,25-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,736,0,736,L,1
ORD100470,16-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,392,55,392,M,2
ORD100471,26-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,289,60,289,M,1
ORD100472,01-06-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,711,0,711,L,3
ORD100473,25-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,458,67,458,L,1
ORD100474,28-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,334,55,334,S,1
ORD100475,10-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,695,69,695,M,2
ORD100476,09-06-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,668,0,668,S,3
ORD100477,01-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,579,81,579,S,2
ORD100478,31-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,375,66,375,M,3
ORD100479,30-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,498,67,498,S,3
ORD100480,04-06-2026,33822490,Checked Cotton Top,Roadster,Casual Top,601,69,601,M,3
ORD100481,13-05-2026,33822490,Checked Cotton Top,Roadster,Casual Top,593,69,593,XS,1
ORD100482,01-06-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,420,60,420,S,2
ORD100483,05-06-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,538,81,538,M,1
ORD100484,27-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,430,60,430,M,2
ORD100485,27-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,353,66,353,L,3
ORD100486,21-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,723,68,723,L,1
ORD100487,26-05-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,450,67,450,M,1
ORD100488,31-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,620,69,620,L,2
ORD100489,04-06-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,733,69,733,M,1
ORD100490,16-05-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,768,68,768,M,2
ORD100491,22-05-2026,41420655,Ribbed Cotton Vest Top,H&M,Sleeveless Top,340,55,340,S,1
ORD100492,19-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,258,60,258,S,2
ORD100493,08-06-2026,37531587,Ethnic Cotton Top,KALAMIR,Ethnic Top,746,68,746,S,2
ORD100494,07-06-2026,36808299,Women Peplum Top,ZYNG,Peplum Top,442,67,442,M,1
ORD100495,18-05-2026,32713027,Floral Printed Empire Top,QUIERO,Floral Top,703,69,703,M,2
ORD100496,26-05-2026,41893855,Cotton Halterneck Top,H&M,Halter Top,698,0,698,S,3
ORD100497,14-05-2026,36731315,Sweetheart Neck Cotton Crop Top,Burgstudio9,Crop Top,434,60,434,M,1
ORD100498,18-05-2026,27373772,Crepe Shirt Style Top,DL Woman,Shirt Style Top,539,81,539,S,1
ORD100499,27-05-2026,36147207,V-Neck Wrap Draped Top,SZN,Wrap Top,380,66,380,L,3
ORD100500,21-05-2026,32548904,Tie-Up Fitted Crop Top,glitchez,Crop Top,281,60,281,L,1
